시설명,시도,시군구,시설유형(대),시설유형(중),시설유형(소),연락처
바른재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-1600-7610
우장산의료기,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2690-9119
강서재가노인지원센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2664-8799
서울시사회서비스원 강서종합재가센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-6735-7000
국민재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-3663-9119
강서노인주간보호,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-3664-8805
엘림재가센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2662-3353
참사랑재가노인지원센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2606-9559
화곡본동성당데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2606-4123
시립 강서노인복지관 데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,070-7090-5451
경희데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2667-5800
엔젤리아데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-3662-5004
성주재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2667-2400
꽃피는재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2690-1003
훼미피아데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-3665-6785
사랑모아데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2063-0079
한양실버복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-6014-1698
가나홈시니어재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-6339-9587
사회적협동조합 강서나눔돌봄재가센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2065-1584
봄 연세데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-6498-3535
강서희망데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2667-8890
강서샬롬데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2663-6531
효마을재가방문요양센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,070-7624-5407
99팔팔재가노인복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,010-2781-9070
신강서재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2608-2004
가양5데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2668-1623
푸른솔 재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2658-2087
해든데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2065-8843
케세라(주),서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,070-4639-6788
사랑방재가방문요양센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2644-5409
우리모두데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-691-8756
효사랑재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2661-9989
봄봄재가요양센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2661-6588
강서데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-3662-3247
강서실버 재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2698-8288
강서재활전문데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-337-6532
(weforyou)위포유재활데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-6368-7330
강서실버데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2695-5690
햇살재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-3663-1366
돌보인 방문요양센터 강서점,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2607-2937
강서구립 봉제산데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2605-1555
A+효담라이프케어 강서데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-6956-9982
강서힐링데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-6338-8500
(주)롱라이프그린케어 강서재가노인복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2665-6512
참조은 데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2664-3971
봄날 재가요양센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,070-7585-1621
초록마을재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-6010-2054
강서나래재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2699-0477
강서중앙데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2663-2223
한마음재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2665-1151
강서시니어스주야간보호센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2660-3800
토탈방문간호 재가노인복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,070-8672-1751
곽재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-3661-9038
힐링재가센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2601-1111
재단법인 서울특별시 사회서비스원 강서구립 든든데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2661-2279
이도재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2666-0301
천사가족(+)재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-3663-9989
서울시니어스타워(주),서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-3660-7792
두레재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-3661-7041
대한재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2695-2966
함께하는재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2655-2062
나누리재가노인복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2666-4145
강서구립 연지데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2605-7503
하나재가노인복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,070-8249-7142
늘푸른주야간보호센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2667-5500
아름다운은빛재가노인복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-6735-1123
강서시니어클럽,서울특별시,강서구,노인,노인일자리지원기관,노인일자리지원기관,02-2666-6080
당신의 의자 요양원,서울특별시,관악구,노인,노인의료복지시설,노인요양시설,02-864-5400
관악노인종합사회복지관 병설 관악치매전문요양센터,서울특별시,관악구,노인,노인의료복지시설,노인요양시설,02-888-6958
동명노인복지쎈타,서울특별시,관악구,노인,노인의료복지시설,노인요양시설,02-875-2770
나은요양원,서울특별시,관악구,노인,노인의료복지시설,노인요양시설,02-856-7339
미성요양원,서울특별시,관악구,노인,노인의료복지시설,노인요양시설,02-856-8009
삼성요양원,서울특별시,관악구,노인,노인의료복지시설,노인요양시설,02-875-1212
관악실버케어,서울특별시,관악구,노인,노인의료복지시설,노인요양시설,02-875-3114
강남한보리전문요양원,서울특별시,관악구,노인,노인의료복지시설,노인요양시설,02-861-5050
법화노인요양원,서울특별시,관악구,노인,노인의료복지시설,노인요양시설,02-855-0202
서울숲요양원,서울특별시,관악구,노인,노인의료복지시설,노인요양시설,02-858-4501
엔젤요양원,서울특별시,관악구,노인,노인의료복지시설,노인요양공동생활가정,02-865-5522
벧엘의집요양원2,서울특별시,관악구,노인,노인의료복지시설,노인요양공동생활가정,02-856-4382
은빛요양원1,서울특별시,관악구,노인,노인의료복지시설,노인요양공동생활가정,02-888-8833
