"시설명, 시도, 시군구, 시설유형(대), 시설유형(중), 시설유형(소), 연락처에 대한 조회리스트 정보 표 입니다.",,,,,,
시설명,시도,시군구,시설유형(대),시설유형(중),시설유형(소),연락처
참사랑재가노인지원센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2606-9559
화곡본동성당데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2606-4123
시립 강서노인복지관 데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,070-7090-5451
경희데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226675800
엔젤리아데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,236625004
성주재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226672400
꽃피는재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226901003
훼미피아데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-3665-6785
사랑모아데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,220630079
한양실버복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,260141698
가나홈시니어재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,263399587
사회적협동조합 강서나눔돌봄재가센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2065-1584
봄 연세데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,264983535
강서희망데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226678890
강서샬롬데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226636531
효마을재가방문요양센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,7076245407
99팔팔재가노인복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,1027819070
신강서재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226082004
가양5데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2668-1623
푸른솔 재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226582087
해든데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,220658843
케세라(주),서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,7046396788
사랑방재가방문요양센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226445409
우리모두데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-691-8756
효사랑재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226619989
봄봄재가요양센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226616588
강서데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,236623247
강서실버 재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226988288
강서재활전문데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,23376532
(weforyou)위포유재활데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,263687330
강서실버데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226955690
햇살재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,236631366
돌보인 방문요양센터 강서점,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226072937
강서구립 봉제산데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2605-1555
A+효담라이프케어 강서데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,269569982
강서힐링데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,263388500
(주)롱라이프그린케어 강서재가노인복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2665-6512
참조은 데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226643971
봄날 재가요양센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,7075851621
초록마을재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,260102054
강서나래재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226990477
강서중앙데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226632223
한마음재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226651151
강서시니어스주야간보호센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2660-3800
토탈방문간호 재가노인복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,7086721751
곽재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,236619038
힐링재가센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226011111
재단법인 서울특별시 사회서비스원 강서구립 든든데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226612279
이도재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226660301
천사가족(+)재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,236639989
서울시니어스타워(주),서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-3660-7792
두레재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,236617041
대한재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226952966
함께하는재가복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226552062
나누리재가노인복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2666-4145
강서구립 연지데이케어센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,02-2605-7503
하나재가노인복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,7082497142
늘푸른주야간보호센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,226675500
아름다운은빛재가노인복지센터,서울특별시,강서구,노인,재가노인복지시설,재가노인복지시설,267351123
강서시니어클럽,서울특별시,강서구,노인,노인일자리지원기관,노인일자리지원기관,226666080
당신의 의자 요양원,서울특별시,관악구,노인,노인의료복지시설,노인요양시설,28645400
관악노인종합사회복지관 병설 관악치매전문요양센터,서울특별시,관악구,노인,노인의료복지시설,노인요양시설,02-888-6958
동명노인복지쎈타,서울특별시,관악구,노인,노인의료복지시설,노인요양시설,02-875-2770
나은요양원,서울특별시,관악구,노인,노인의료복지시설,노인요양시설,28567339
미성요양원,서울특별시,관악구,노인,노인의료복지시설,노인요양시설,02-856-8009
삼성요양원,서울특별시,관악구,노인,노인의료복지시설,노인요양시설,28751212
관악실버케어,서울특별시,관악구,노인,노인의료복지시설,노인요양시설,28753114
강남한보리전문요양원,서울특별시,관악구,노인,노인의료복지시설,노인요양시설,28615050
법화노인요양원,서울특별시,관악구,노인,노인의료복지시설,노인요양시설,02-855-0202
서울숲요양원,서울특별시,관악구,노인,노인의료복지시설,노인요양시설,02-858-4501
엔젤요양원,서울특별시,관악구,노인,노인의료복지시설,노인요양공동생활가정,28655522
벧엘의집요양원2,서울특별시,관악구,노인,노인의료복지시설,노인요양공동생활가정,28564382
은빛요양원1,서울특별시,관악구,노인,노인의료복지시설,노인요양공동생활가정,28888833
동명노인요양공동생활가정,서울특별시,관악구,노인,노인의료복지시설,노인요양공동생활가정,02-875-2770
다원요양원,서울특별시,관악구,노인,노인의료복지시설,노인요양공동생활가정,28586690
벧엘의집요양원,서울특별시,관악구,노인,노인의료복지시설,노인요양공동생활가정,28564382
인애요양원,서울특별시,관악구,노인,노인의료복지시설,노인요양공동생활가정,02-883-9430
난향요양원2,서울특별시,관악구,노인,노인의료복지시설,노인요양공동생활가정,28666022
가나안요양원,서울특별시,관악구,노인,노인의료복지시설,노인요양공동생활가정,02-884-8119
