시도,시군구,센터명,장소/위치,이용정원,연락처
경상북도,봉화군,봉화여성문화회관,경상북도 봉화군 봉화읍 봉화로 1203 봉화여성문화회관 1층 정보이용센터,15명,054-841-2182
경상남도,양산시,양산시 웅상종합사회복지관,경상남도 양산시 덕계7길 26,10명,055-213-2778
경기도,수원시,태장마루도서관,경기도 수원시 영통구 태장로 46 (망포동)지하1층,10명,1600-6813
충청남도,천안시,성환도서관,충청남도 천안시 서북구 성환읍 신선동길 25 천안성환도서관,20명,041-415-1097~8
전라북도,부안군,노인여성회관,전라북도 부안군 부안읍 매창로 127 4층 교육장,10명,1899-6222
부산광역시,북구,북구청,부산광역시 북구 낙동대로1570번길 33 (구포동)북구청 정보화교육장,10명,070-5029-0817
전라북도,완주군,콩쥐팥쥐 도서관,전라북도 완주군 이서면 갈산로 40 5층,10명,1899-6222
인천광역시,서구,청라2동 행정복지센터,인천광역시 서구 청라커낼로 269 (청라동)청라2동 행정복지센터 ( 2층 청라정보교육센터),10명,1644-5561
부산광역시,중구,희망지역아동센터,부산광역시 중구 흑교로45번길 13 (보수동3가)1층,10명,070-5029-0817
충청남도,부여군,부여군노인종합복지관,충청남도 부여군 규암면 아름1로 48 부여군노인종합복지관 컴퓨터실,20명,041-415-1097(8)
경기도,부천시,원미도서관,경기도 부천시 소사로 456 (원미동)원미도서관2층,10명,1600-6813
부산광역시,해운대구,아시아선수촌커뮤니티,"부산광역시 해운대구 선수촌로 122 (반여동, 아시아선수촌아파트)아시아선수촌커뮤니티",20명,070-5029-0817
전라북도,전주시,첫마중길 공감치유센터,전라북도 전주시 덕진구 도당산3길 8-4 (우아동3가)1층,10명,1899-6222
인천광역시,미추홀구,용마루 평생학습관,"인천광역시 미추홀구 낙섬중로 129 (용현동, 엘에이치미추홀3단지)용마루지역학습센터 (2층)",10명,1644-5561
충청북도,청주시,가덕면행정복지센터,충청북도 청주시 상당구 가덕면 보청대로 4646 3층 강당,10명,043-900-5006
강원도,화천군,화천군 하늘빛호수마을,강원도 화천군 하남면 호수마을길 39 원천2리 마을회관 1층 회의실,5명,033-910-0833
부산광역시,사상구,부산도서관,부산광역시 사상구 사상로310번길 33 (덕포동)부산도서관,10명,070-5029-0817
인천광역시,미추홀구,용마루 평생학습관,"인천광역시 미추홀구 낙섬중로 129 (용현동, 엘에이치미추홀3단지)용마루지역학습센터 (2층)",10명,1644-5561
경기도,부천시,원미도서관,경기도 부천시 소사로 456 (원미동)원미도서관2층,10명,1600-6813
경기도,부천시,부천시인생이모작지원센터,경기도 부천시 장말로 107 (상동)부천시인생이모작지원센터  3층,10명,1600-6813
광주광역시,남구,월산4동 행정복지센터,광주광역시 남구 대남대로390번길 11 (월산동)소회의실,7명,062-224-0096
경상남도,거제시,거제시 하청도서관,경상남도 거제시 하청면 하청로 12-7하청면복합청사 3~4층,10명,055-213-2777
경상남도,진주시,진주시 근로자가족복지회관,경상남도 진주시 동진로263번길 14 (상대동)근로자가족복지회관 컴퓨터교실 4층,10명,055-213-2778
서울특별시,중구,신당누리센터 누리도서관,서울특별시 중구 다산로33길 3 (신당동)1층 누리도서관 교육실,10명,1544-9782
서울특별시,관악구,관악구건강가정다문화가족지원센터,서울특별시 관악구 낙성대로4가길 5 (봉천동)낙성대동주민센터 4F,10명,1544-9782
서울특별시,강서구,강서노인종합복지관,서울특별시 강서구 화곡로61길 85 (등촌동)2층,10명,1544-9782
경상남도,고성군,고성군 농업기술센터,경상남도 고성군 고성읍 남해안대로 2829-60 농업기술센터,10명,055-213-2778
서울특별시,관악구,관악구건강가정다문화가족지원센터,서울특별시 관악구 낙성대로4가길 5 (봉천동)낙성대동주민센터 4F,10명,1544-9782
경상북도,포항시,포항시 동해면민복지회관,경상북도 포항시 남구 동해면 일월로123번길 17-45 2층,8명,054-841-2182
경상남도,창원시,창원시 대원동평생학습센터,경상남도 창원시 성산구 대원로93번길 2 (대원동)대원동평생학습센터,10명,055-213-2775
부산광역시,중구,희망지역아동센터,부산광역시 중구 흑교로45번길 13 (보수동3가)1층,10명,070-5029-0817
경상북도,예천군,예천군 노인복지회관,경상북도 예천군 예천읍 충효로 209-19 1층 신한더드림사랑방,12명,054-841-2182
충청남도,부여군,부여군노인종합복지관,충청남도 부여군 규암면 아름1로 48 부여군노인종합복지관 컴퓨터실,20명,041-415-1097(8)
서울특별시,강서구,강서노인종합복지관,서울특별시 강서구 화곡로61길 85 (등촌동)2층,10명,1544-9782
인천광역시,미추홀구,용마루 평생학습관,"인천광역시 미추홀구 낙섬중로 129 (용현동, 엘에이치미추홀3단지)용마루지역학습센터 (2층)",10명,1644-5561
경기도,안성시,안성맞춤아트홀,경기도 안성시 발화대길 21 (현수동)안성맞춤아트홀 전산교육장 2층 204호,20명,1600-6813
경기도,시흥시,시흥시노인종합복지관,경기도 시흥시 장현능곡로 214 (능곡동)시흥시 노인종합복지관1층,10명,1600-6813
서울특별시,영등포구,시니어행복발전센터,서울특별시 영등포구 디지털로 441 (대림동)대림제1동 주민센터 1층,20명,1544-9782
인천광역시,부평구,부개2동 행정복지센터,인천광역시 부평구 동수천로 104 (부개동)부개2동 행정복지센터 2층 회의실,10명,1644-5561
대전광역시,유성구,온천2동행정복지센터,대전광역시 유성구 장대로 120 (장대동)2층,10명,042-716-0198
전라남도,나주시,남평재가노인복지센터,전라남도 나주시 남평읍 지석로 313층 강당,30명,1566-6105
전라남도,신안군,신안군청,전라남도 신안군 압해읍 천사로 1004 별관 2층,30명,1566-6105
경상북도,김천시,대한노인회 김천시지회,경상북도 김천시 충효길 109 (성내동)2층,7명,054-841-2182
경기도,광명시,광명시립하안노인종합복지관,경기도 광명시 철망산로 48 (하안동)2층 프로그램실,10명,1600-6813
대구광역시,북구,소상공인시장진흥공단 대구북부센터,대구광역시 북구 옥산로17길 14 (칠성동2가)2층 교육장,10명,053-214-1801
강원도,철원군,철원군 평생학습관,강원도 철원군 갈말읍 군탄로 65 2층 전산실,10명,033-910-0833
인천광역시,서구,서구 자연공간 숨,인천광역시 서구 원당대로 671 (마전동)성광빌딩 301호 (자연공간 숨),5명,1644-5561
경상남도,김해시,김해시 삼방동장애인복지관,경상남도 김해시 인제로 258 (삼방동),10명,055-213-2778
경상북도,포항시,포항시 LH새날작은도서관,"경상북도 포항시 북구 장량중앙로100번길 1 (양덕동, 포항장량LH천년나무6단지아파트)관리동 1층 다목적실",7명,054-841-2182
경기도,수원시,화서블루밍푸른숲경로당,"경기도 수원시 팔달구 화양로50번길 30 (화서동, 블루밍 푸른숲 아파트)블루밍푸른숲경로당1층",10명,1600-6813
서울특별시,강동구,강동 노인대학,서울특별시 강동구 천중로49길 104 (명일동)구립강동노인회관 3층,10명,1544-9782
부산광역시,금정구,금정구 평생학습관,부산광역시 금정구 작장2길 49 (노포동)금정구 평생학습관,12명,070-5029-0817
대전광역시,유성구,온천2동행정복지센터,대전광역시 유성구 장대로 120 (장대동)2층,10명,042-716-0198
서울특별시,영등포구,영등포노인종합복지관,서울특별시 영등포구 도림로 482 (문래동3가)3층,20명,1544-9782
경기도,하남시,하남시미사강변종합사회복지관,"경기도 하남시 아리수로 565 (망월동, 미사강변도시13단지)미사강변종합복지관 1층",10명,1600-6813
대구광역시,북구,소상공인시장진흥공단 대구북부센터,대구광역시 북구 옥산로17길 14 (칠성동2가)2층 교육장,10명,053-214-1801
강원도,철원군,철원군 평생학습관,강원도 철원군 갈말읍 군탄로 65 2층 전산실,10명,033-910-0833
경기도,연천군,연천군청소년육성재단,경기도 연천군 전곡읍 전영로 11 연천군청소년육성재단1층,10명,1600-6813
경기도,수원시,한국장애인교육문화협회,경기도 수원시 영통구 매탄로 53-1 (매탄동)2층 201호,10명,1600-6813
서울특별시,관악구,SK텔레콤 보라매사옥,서울특별시 관악구 보라매로5길 1 (봉천동)1층 교육장,10명,1544-9782
강원도,홍천군,홍천군 노인복지관,강원도 홍천군 홍천읍 태학여내길 80-3 본관 2층 정보화실,20명,033-910-0833
인천광역시,부평구,백운 e-배움터,인천광역시 부평구 마장로 82 (십정동)부평3동주민센터 4층 세미나실,10명,1644-5561
경기도,수원시,경기도노인회관,"경기도 수원시 팔달구 인계로101번길 1 (인계동)경기도노인회관 1층,4층",10명,1600-6813
울산광역시,동구,동울산주차장 고객지원센터,"울산광역시 동구 진성3길 59, 2층회의실",24명,1899-9119
전라북도,정읍시,북부노인복지관,전라북도 정읍시 신태인읍 신태인중앙로 40 2층,13명,1899-6222
경기도,안양시,안양우편집중국,"경기도 안양시 동안구 평촌대로 212 (관양동)5층, IT나눔터",10명,1600-6813
서울특별시,관악구,SK텔레콤 보라매사옥,서울특별시 관악구 보라매로5길 1 (봉천동)1층 교육장,10명,1544-9782
경기도,안산시,안산시 다문화가족 지원센터,경기도 안산시 단원구 화정로 26 (초지동)안산시 다문화가족 지원센터 2층,10명,1600-6813
광주광역시,서구,상록도서관,광주광역시 서구 상무대로1171번길 11 (농성동)상록도서관,5명,062-224-0096
부산광역시,수영구,수영구 노인복지관,부산광역시 수영구 황령대로489번길 83,10명,070-5029-0817
대전광역시,유성구,온천2동행정복지센터,대전광역시 유성구 장대로 120 (장대동)2층,10명,042-716-0198
충청남도,당진시,당진시노인복지관,충청남도 당진시 시청1로 38 (수청동)당진시노인복지관 정보나눔터,20명,041-415-1097(8)
경상북도,포항시,포항시 LH새날작은도서관,"경상북도 포항시 북구 장량중앙로100번길 1 (양덕동, 포항장량LH천년나무6단지아파트)관리동 1층 다목적실",7명,054-841-2182
전라남도,신안군,신안군청,전라남도 신안군 압해읍 천사로 1004 별관 2층,30명,1566-6105
세종특별자치시,한누리대로,소담동복합커뮤니티센터,세종특별자치시 한누리대로 2023 (소담동)3층 알파룸-3,15명,044-868-6024
부산광역시,수영구,수영구 노인복지관,부산광역시 수영구 황령대로489번길 83,10명,070-5029-0817
대구광역시,동구,율하북 작은도서관,"대구광역시 동구 율하서로 59 (율하동, 율하휴먼시아5단지)507동 주민복지관내",15명,053-214-1801
세종특별자치시,조치원읍,누리봄 마을학교,세종특별자치시 조치원읍 이화1로 15 (조치원 신흥 e-편한세상 아파트)119동 상가 104호,5명,044-868-6024
전라남도,순천시,더해봄시니어코칭센터,전라남도 순천시 송정길 46 (조례동)2층,10명,1566-6105
부산광역시,사하구,사하구청,부산광역시 사하구 낙동대로398번길 12 (당리동)사하구청 정보화교육장,15명,070-5029-0817
강원도,원주시,단계동 행정복지센터,강원도 원주시 북원로 2321 (단계동)2층 회의실,20명,033-910-0833
강원도,원주시,미리내도서관,강원도 원주시 양지로 46 (반곡동)1층 문화강좌실,60명,033-910-0833
강원도,원주시,원주 예함평생교육원,강원도 원주시 모래내길 382층 교육실,10명,033-910-0833
전라북도,정읍시,정읍시노인복지관,전라북도 정읍시 금붕1길 212 (금붕동)2층,12명,1899-6222
