,0
119,"음악/콘서트
공연/전시
유료
대구
뷰티풀데이 x 에릭오비에 [대구]
제공유형
오프라인
장소
공간 울림
기간
2022-11-04~2022-11-04
문의처
공간울림 053-765-5632 / 010-5225-0858
자세히보기
예매 바로가기"
120,"음악/콘서트
공연/전시
유료
서울
바리톤 이규석 독창회
제공유형
오프라인
장소
북서울 꿈의숲아트센터
기간
2022-11-04~2022-11-04
문의처
영음예술기획 02-581-5404
자세히보기
예매 바로가기"
121,"국악
공연/전시
유료
서울
가야금이 베이스
제공유형
오프라인
장소
서울돈화문국악당
기간
2022-11-04~2022-11-04
문의처
가야금이베이스 010-8618-7334
자세히보기
예매 바로가기"
122,"행사/축제
행사/축제
무료
2022 전통예술제
제공유형
오프라인
장소
양천공원
기간
2022-11-04~2022-11-04
문의처
02-2651-5300
자세히보기"
123,"무용/발레
공연/전시
무료
경기
마블링
제공유형
오프라인
장소
평택시 서부문화예술회관
기간
2022-11-04~2022-11-04
문의처
010-3129-4243
자세히보기
예매 바로가기"
124,"음악/콘서트
공연/전시
유료
서울
김상헌 피아노 독주회
제공유형
오프라인
장소
영산아트홀
기간
2022-11-04~2022-11-04
문의처
소울컨택트 050-71471-9005
자세히보기
예매 바로가기"
125,"기타
공연/전시
무료
제주
제주해녀 평화음악회
제공유형
오프라인
장소
제주아트센터
기간
2022-11-04~2022-11-04
문의처
제주아트센터 064-728-1509
자세히보기
예매 바로가기"
126,"음악/콘서트
공연/전시
유료
대구
중견아티스트시리즈, 목관5중주 리에
제공유형
오프라인
장소
대구문화예술회관
기간
2022-11-04~2022-11-04
문의처
대구문화예술회관 053-606-6135, 6133
자세히보기
예매 바로가기"
127,"음악/콘서트
공연/전시
무료
경기
제22회 내정초등학교 정기연주회
제공유형
오프라인
장소
성남아트센터 콘서트홀
기간
2022-11-04~2022-11-04
문의처
내정초등학교 031-711-1905
자세히보기
예매 바로가기"
128,"음악/콘서트
공연/전시
유료
대전
제2회 DoH앙상블 정기연주회
제공유형
오프라인
장소
대전시립연정국악원
기간
2022-11-04~2022-11-04
문의처
DoH앙상블 010-2235-4031
자세히보기
예매 바로가기"
129,"연극
공연/전시
무료
서울
언젠가 봄날에
제공유형
오프라인
장소
국립극장 하늘극장
기간
2022-11-04~2022-11-04
문의처
광주문화재단 062-670-7462 / 놀이패 신명 062-527-7295
자세히보기
예매 바로가기"
130,"음악/콘서트
공연/전시
유료
경기
수원시립교향악단 기획연주회, 청소년 협주곡의 밤
제공유형
오프라인
장소
수원SK아트리움
기간
2022-11-04~2022-11-04
문의처
수원시립교향악단 사무국 031-250-5362~5
자세히보기
예매 바로가기"
131,"뮤지컬/오페라
공연/전시
무료
경북
랑랑별의 선물 [안동]
제공유형
오프라인
장소
경북도청 동락관
기간
2022-11-04~2022-11-04
문의처
경북문화재단 054-650-2962~5
자세히보기
예매 바로가기"
132,"음악/콘서트
공연/전시
무료
대구
제24회 동구합창단 정기연주회 [대구]
제공유형
오프라인
장소
아양아트센터
기간
2022-11-04~2022-11-04
문의처
대구동구문화재단 공연기획팀 053-230-3316
자세히보기
예매 바로가기"
133,"음악/콘서트
공연/전시
유료
광주
광주시립합창단 수시연주회 ⅩⅡ, 요들송과 함께하는 합창의 밤 (앵콜)
제공유형
오프라인
장소
광산문화예술회관
기간
2022-11-04~2022-11-04
문의처
광주문화예술회관 062-415-5203
자세히보기
예매 바로가기"
134,"국악
공연/전시
유료
부산
국악창작실내악 작품 발표회, 조약돌
제공유형
오프라인
장소
국립부산국악원
기간
2022-11-04~2022-11-04
문의처
국립부산국악원 051-811-0114
자세히보기
예매 바로가기"
135,"기타
공연/전시
유료
인천
크로키키 브라더스 [인천]
제공유형
오프라인
장소
부평문화사랑방
기간
2022-11-04~2022-11-04
문의처
부평구문화재단 032-500-2053 / 032-505-5995
자세히보기
예매 바로가기"
136,"음악/콘서트
공연/전시
유료
서울
브랜든 리 뮤지컬 심포니 콘서트: 프랑켄슈타인 & 벤허 (앵콜)
제공유형
오프라인
장소
롯데콘서트홀
기간
2022-11-04~2022-11-04
문의처
마틴엔터테인먼트 02-546-1073
자세히보기
예매 바로가기"
137,"국악
공연/전시
유료
서울
김주홍 Live
제공유형
오프라인
장소
남산골한옥마을
기간
2022-11-04~2022-11-04
문의처
나우판코리아 02-6925-1255
자세히보기
예매 바로가기"
138,"음악/콘서트
공연/전시
유료
인천
인천시립교향악단 기획연주회: 챔버뮤직 시리즈 II
제공유형
오프라인
장소
인천문화예술회관
기간
2022-11-04~2022-11-04
문의처
인천시립교향악단 032-420-2781
자세히보기
예매 바로가기"
139,"음악/콘서트
공연/전시
유료
서울
김명현 피아노 독주회
제공유형
오프라인
장소
예술의전당 인춘아트홀
기간
2022-11-04~2022-11-04
문의처
톤픽쳐 070-8018-8473
자세히보기
예매 바로가기"
140,"음악/콘서트
공연/전시
무료
경북
한국환상곡 [경주]
제공유형
오프라인
장소
경주예술의전당
기간
2022-11-04~2022-11-04
문의처
경주시립예술단 1899-2138
자세히보기
예매 바로가기"
141,"국악
공연/전시
유료
대전
대전시립연정국악단 풍류마당, 젊은국악
제공유형
오프라인
장소
대전시립연정국악원
기간
2022-11-04~2022-11-04
문의처
대전시립연정국악단 042-270-8585
자세히보기
예매 바로가기"
142,"음악/콘서트
공연/전시
유료
서울
제89회 바로크와 현대가곡 연구회 정기연주회
제공유형
오프라인
장소
세종문화회관 체임버홀
기간
2022-11-04~2022-11-04
문의처
콘서트디자인 02-597-2004
자세히보기
예매 바로가기"
143,"음악/콘서트
공연/전시
유료
대구
월드오케스트라시리즈, 파비오 비온디 & 에우로파 갈란테
제공유형
오프라인
장소
대구콘서트하우스 그랜드홀
기간
2022-11-04~2022-11-04
문의처
월드오케스트라시리즈 조직위원회 053-250-1447~8
자세히보기
예매 바로가기"
144,"음악/콘서트
공연/전시
유료
서울
빈 필하모닉 & 프란츠 벨저-뫼스트 (11.04)
제공유형
오프라인
장소
예술의전당 콘서트홀
기간
2022-11-04~2022-11-04
문의처
더블유씨엔코리아 02-2183-1291~4
자세히보기
예매 바로가기"
145,"음악/콘서트
공연/전시
유료
서울
박수예 바이올린 리사이틀
제공유형
오프라인
장소
예술의전당 IBK챔버홀
기간
2022-11-04~2022-11-04
문의처
목프로덕션 02-338-3816
자세히보기
예매 바로가기"
146,"음악/콘서트
공연/전시
유료
서울
이정선 피아노 독주회
제공유형
오프라인
장소
예술의전당 리사이틀홀
기간
2022-11-04~2022-11-04
문의처
예인예술기획 02-586-0945
자세히보기
예매 바로가기"
147,"음악/콘서트
공연/전시
유료
서울
The Class+, 고상지 & 브랜든 최
제공유형
오프라인
장소
신영체임버홀
기간
2022-11-04~2022-11-04
문의처
마스트미디어 02-541-3184
자세히보기
예매 바로가기"
148,"음악/콘서트
공연/전시
유료
경기
백희숙 교수 퇴임 기념음악회
제공유형
오프라인
장소
성남아트센터
기간
2022-11-04~2022-11-04
문의처
음악교육신문 02-549-4133, 1131
자세히보기
예매 바로가기"
149,"국악
공연/전시
유료
경기
정가악회 콘서트: 탈춤은 탈춤 [연천]
제공유형
오프라인
장소
연천수레울아트홀
기간
2022-11-04~2022-11-04
문의처
연천수레울아트홀 031-834-3770
자세히보기
예매 바로가기"
150,"뮤지컬/오페라
공연/전시
무료
경기
안녕, 지구 [광명]
제공유형
오프라인
장소
광명문화예술교육지원센터 광명극장
기간
2022-11-04~2022-11-04
문의처
광명문화재단 02-2621-8845
자세히보기
예매 바로가기"
151,"국악
공연/전시
무료
서울
[야광명월(夜光明月)] 달음
제공유형
오프라인
장소
서울돈화문국악당
기간
2022-11-04~2022-11-04
문의처
02-3210-7001
자세히보기
예매 바로가기"
152,"음악/콘서트
공연/전시
유료
서울
2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(서울 강남)
제공유형
오프라인
장소
광림아트센터 장천홀
기간
2022-11-04~2022-11-04
문의처
070-8680-8477
자세히보기
예매 바로가기"
153,"행사/축제
행사/축제
무료
[집밖] 2022 어울마당 풍물세상
제공유형
오프라인
장소
계룡세계군문화엑스포, 국립경주박물관, 청남대
기간
2022-09-03~2022-11-05
문의처
02-580-3263
자세히보기"
154,"뮤지컬/오페라
공연/전시
유료
서울
트레드밀
제공유형
오프라인
장소
CJ 아지트 대학로(구 SM아트홀)
기간
2022-09-28~2022-11-05
문의처
인터파크 1544-1555
자세히보기
예매 바로가기"
155,"전시
공연/전시
무료
서울
MZ 세대 조각가 곽인탄 개인전, ""팔레트""
제공유형
오프라인
장소
경복궁
기간
2022-10-05~2022-11-05
문의처
info@konggallery.com
자세히보기
예매 바로가기"
156,"연극
공연/전시
유료
부산
다만 사라질 뿐이다 [부산]
제공유형
오프라인
장소
나다소극장
기간
2022-10-30~2022-11-05
문의처
동그라미그리기 1577-4868
자세히보기
예매 바로가기"
157,"무용/발레
공연/전시
유료
광주
광주시립발레단 수시공연, 발레 살롱콘서트 Ⅱ
제공유형
오프라인
장소
빛고을시민문화관
기간
2022-11-03~2022-11-05
문의처
광주시립발레단 062-415-5502
자세히보기
예매 바로가기"
158,"음악/콘서트
공연/전시
유료
대전
아트잇다 첫번째 이야기, 임오화변: 세 가지의 시선으로 음악을 그리다
제공유형
오프라인
장소
대전 아트브릿지
기간
2022-11-03~2022-11-05
문의처
아트로 042-482-4463
자세히보기
예매 바로가기"
159,"뮤지컬/오페라
공연/전시
유료
경기
전설의 리틀 농구단 [안산]
제공유형
오프라인
장소
안산문화예술의전당
기간
2022-11-03~2022-11-05
문의처
안산문화재단 031-481-4023
자세히보기
예매 바로가기"
160,"무용/발레
공연/전시
유료
서울
구조의 구조
제공유형
오프라인
장소
대학로예술극장 대극장
기간
2022-11-04~2022-11-05
문의처
070-8276-0917
자세히보기
예매 바로가기"
161,"연극
공연/전시
유료
경남
작은 무대에 부는 바람, 아빠들의 소꿉놀이
제공유형
오프라인
장소
현장아트홀
기간
2022-11-04~2022-11-05
문의처
한국연극협회 경상남도지회 055-746-7413
자세히보기
예매 바로가기"
162,"기타
공연/전시
무료
인천
6×8(육 곱하기 팔) 그리고 6피트의 땅
제공유형
오프라인
장소
남동소래아트홀
기간
2022-11-04~2022-11-05
문의처
010-5396-3306
자세히보기
예매 바로가기"
163,"연극
공연/전시
유료
경남
작은 무대에 부는 바람, 아빠들의 소꿉놀이
제공유형
오프라인
장소
현장아트홀
기간
2022-11-04~2022-11-05
문의처
예술중심현장 055-746-7411, 7413
자세히보기
예매 바로가기"
164,"연극
공연/전시
유료
경기
클럽 베를린 [의정부]
제공유형
오프라인
장소
의정부아트캠프
기간
2022-11-04~2022-11-05
문의처
의정부 아트캠프 031-850-5134
자세히보기
예매 바로가기"
165,"연극
공연/전시
유료
광주
제25회 광주소극장축제, 목욕탕블루스
제공유형
오프라인
장소
예린소극장
기간
2022-11-04~2022-11-05
문의처
광주소극장협회 062-222-7008 / 010-4701-7300
자세히보기
예매 바로가기"
166,"연극
공연/전시
유료
광주
제25회 광주소극장축제, 늦은행복
제공유형
오프라인
장소
예술극장 통
기간
2022-11-04~2022-11-05
문의처
광주소극장협회 062-222-7008 / 010-4701-7300
자세히보기
예매 바로가기"
167,"뮤지컬/오페라
공연/전시
유료
경기
백만송이의 사랑 [군포]
제공유형
오프라인
장소
군포문화예술회관
기간
2022-11-04~2022-11-05
문의처
군포문화예술회관 031-390-3500~1
자세히보기
예매 바로가기"
168,"국악
공연/전시
유료
서울
흥보마누라 이혼소송사건
제공유형
오프라인
장소
성수아트홀
기간
2022-11-04~2022-11-05
문의처
성수아트홀 02-2204-7574
자세히보기
예매 바로가기"
169,"뮤지컬/오페라
공연/전시
유료
서울
서울오페라페스티벌, 토스카
제공유형
오프라인
장소
강동아트센터
기간
2022-11-04~2022-11-05
문의처
강동아트센터 02-440-0500
자세히보기
예매 바로가기"
170,"무용/발레
공연/전시
유료
충남
지젤 [공주]
제공유형
오프라인
장소
공주문예회관
기간
2022-11-04~2022-11-05
문의처
공주문예회관 041-852-0858
자세히보기
예매 바로가기"
171,"뮤지컬/오페라
공연/전시
유료
인천
올 더 웨이 [인천 서구]
제공유형
오프라인
장소
인천서구문화회관
기간
2022-11-04~2022-11-05
문의처
인천서구문화회관 032-579-1150
자세히보기
예매 바로가기"
172,"연극
공연/전시
유료
경북
이상과 슈만 [안동]
제공유형
오프라인
장소
안동문화예술의전당
기간
2022-11-04~2022-11-05
문의처
안동문화예술의전당 054-840-3600
자세히보기
예매 바로가기"
173,"뮤지컬/오페라
공연/전시
유료
대구
제19회 대구국제오페라축제, 신데렐라
제공유형
오프라인
장소
대구오페라하우스
기간
2022-11-04~2022-11-05
문의처
대구오페라하우스 053-666-6000 / 전화예매 1661-5946
자세히보기
예매 바로가기"
174,"연극
공연/전시
유료
부산
회란기 [부산]
제공유형
오프라인
장소
부산문화회관 중극장
기간
2022-11-04~2022-11-05
문의처
부산문화회관 051-607-6000 (ARS 1번)
자세히보기
예매 바로가기"
